edad,dias_activo,tasa_adherencia,friccion_promedio,racha_maxima,frecuencia_fallo_semanal,tendencia_crecimiento,horas_sueno,pasos_diarios,fc_media,spo2_promedio,nivel_estres,indice_riesgo_compuesto,ratio_adherencia_friccion,eficiencia_racha,genero_Femenino,genero_Masculino,genero_No Binario,disp_Smartwatch,disp_Web,disp_Web+Smartwatch
-0.8030605465637564,0.8069288477647276,1.8157583702139908,1.468498923221355,1.892869730403391,-1.1890307263071076,0.6510677495783839,-1.6579957158320195,-0.6896192116355495,-1.9671664116167895,-2.9864890753621283,-1.0725247461880345,-0.9090542973707942,0.045597327709981594,0.6602401483506758,0,0,1,1,0,0
-0.2825583404576179,0.8913728560222992,0.8035954626534573,1.3229873593348613,0.6327700535847001,0.7754846485151581,1.3382238539436182,0.9579253985535854,2.381484805954159,1.8599863721257814,2.1412494074853896,3.7298248636091356,0.7748754100178799,-0.29245274266504306,-0.2143322201177063,0,1,0,1,0,0
2.840454896179213,0.3635978044124767,1.519142654101085,1.9447185868498806,3.1529694072220815,-1.079890983261426,0.11004891627724903,2.2174429721466553,1.3490754743801356,-2.289938333137247,2.1412494074853896,0.5282584570776888,-0.3281915435901642,-0.19786075049588486,2.306987736580009,1,0,0,1,0,0
2.1898271385465398,0.5747078250564057,1.3193602473721175,1.3957431412781085,-0.6973351608350291,0.2297859332867511,2.3021079822387436,1.4423552345509199,1.2471407400793513,-2.0593869606226343,-2.8949223167398435,-1.0725247461880345,-0.4197561156146969,-0.11722495389266782,-1.0204999359659608,0,1,0,0,1,0
2.1898271385465398,-0.8819513173867046,-0.4470831753896187,0.5623587299281895,0.9127922039888536,-1.5164499554441515,0.8562817897960557,-0.3984781422389504,0.16248345424060434,-0.5608030392776524,-1.9792547305170738,-1.0725247461880345,-0.1042875510614235,-0.6118945522854793,9.070235476616691,1,0,0,0,0,1
2.710329344652678,1.2291488890525857,0.326564001688372,-1.9642511521009305,-0.9073517736381443,-1.625589698489833,0.14736055995318936,-1.1735658798346853,2.9726038179295613,0.16543378414337903,-2.2539550063839022,2.1290416603434124,-0.6150461793857707,1.5761267747748868,-1.1925607186300857,0,1,0,0,1,0
-0.933186098090291,-0.43862027403445364,1.134867310545878,-0.43637973129274577,2.102886343206506,2.1943013081090164,2.5104313260960773,-0.4953641094384178,2.8798893108519636,1.8945690780029745,-2.4370885236284585,3.7298248636091356,0.4021789879492734,0.6084972155362841,4.540000967203935,1,0,0,1,0,0
-0.8030605465637564,-0.565286286420811,0.04778600046198153,-0.3371673013701361,-0.8373462360371059,1.212043620697883,-1.5845215673383746,0.7641534641546524,1.3877492052329456,-0.26108625500865484,-0.7888868684274758,3.7298248636091356,0.7791674993315294,-0.0614001716289024,-0.9076112761204738,0,0,1,1,0,0
3.100705999232282,0.7435958415715489,-1.4093004812679102,-0.628190429143124,1.8228641928023526,-2.17128841371824,2.215047480328216,0.9579253985535854,0.5791865012440616,0.004047823383149459,-2.9864890753621283,2.1290416603434124,0.4966049528495728,-0.79952784822758,0.6770265661715661,0,0,1,1,0,0
1.1488227263342627,0.9124838580866922,-1.6743179595818463,-0.7869303170192986,-0.34730747282983726,-0.4250525249873374,-0.4620629534205027,-1.6579957158320195,-0.5354365230700416,-1.8288355881080216,-0.6973201098052041,-2.6733079494537577,0.05237370888680042,-0.9220322315286211,-0.8366886608272125,0,0,1,1,0,0
1.1488227263342627,0.004710769317797316,-0.8762076306594924,-0.47606470326178923,1.2628198919940454,-0.31591278194165595,1.0272934899774488,0.473495562556251,1.9171439182975716,2.586223195546813,-0.14791955807153445,0.5282584570776888,0.33708230002558215,-0.5312587556822622,1.3035796113362947,0,1,0,1,0,0
1.6693249324404011,0.08915477757536892,0.5869946390314903,0.688027807830161,1.542842042398199,0.7754846485151581,2.3145451967973902,1.733013136149321,2.15968711775195,0.08474080376326425,-2.9864890753621283,3.7298248636091356,0.7097787220941886,-0.19165799691102184,1.4202452151914822,1,0,0,0,1,0
-0.41268389198415256,-0.8819513173867046,0.5120762365081273,-0.8663002609573862,3.082963869621043,-1.9530089276268774,-1.1461097541460756,-1.8517676502309535,-1.4280057417590697,2.217340999523432,-3.902156661584898,2.1290416603434124,-0.4712611873784965,0.5263107305368515,20.897106152324923,0,1,0,1,0,0
-0.8030605465637564,1.0391498704730495,1.6236206984363872,0.5557445679333484,2.872947256817928,-2.3895678998096024,0.660395660497369,0.473495562556251,2.850179689799474,2.586223195546813,-2.4370885236284585,-2.6733079494537577,-1.572897444548657,0.315417108651515,1.032478963528917,0,0,1,1,0,0
2.3199526900730745,0.8913728560222992,-0.8456286908540382,-1.316063276606549,3.1529694072220815,0.5572051624237951,1.2822563884297078,2.508100873745055,-0.8827317484767337,-0.8951025294238398,-3.9937234202071696,-2.6733079494537577,-0.31388457921133095,-0.12963046106239362,1.376180868411645,0,0,1,0,0,1
0.8885716232811935,-0.5019532802276324,1.5808101827087508,1.41558562726263,0.07272575277639304,0.9937641346065207,-0.4309699170238857,2.2174429721466553,-1.5194396617223358,-1.6905047645992546,-2.803355558117572,2.1290416603434124,0.17255220966899962,-0.02573433851594114,0.9401536655140207,1,0,0,0,1,0
1.6693249324404011,0.5535968229920128,-0.18104639908216752,-1.11763841676133,0.14273129037743143,2.5217205372460603,0.05408145076333853,-0.4953641094384178,-1.3570612156251067,-0.4109446471431528,1.6834156143740049,3.7298248636091356,0.9258138842145707,0.2316799352558669,-0.3805177565445198,1,0,0,0,0,1
-1.0633116496168256,1.0180388684086568,0.7332639011009126,-1.6864563483176243,0.9127922039888536,-0.20677303889597493,-1.0559399485958862,-0.7860220110368182,1.2535436756510088,1.9522069211316277,-0.331053075316091,-1.0725247461880345,-1.0464011554075934,1.5342581880770627,-0.10857778784609784,0,0,1,0,0,1
0.8885716232811935,0.4058198085412625,-1.0214575947353997,0.8335393717166553,3.0129583320200046,1.539462849834928,-0.9999724830819757,-1.0766799126352187,0.6168357624054065,2.171230725020509,1.0424483040180637,0.5282584570776888,1.1096583764825776,-0.9158294779437582,2.092121588472614,0,0,1,1,0,0
-1.0633116496168256,0.4691528147344412,-2.3037344705774454,-1.6798421863227835,2.522919568812736,2.1943013081090164,0.23131175822405514,-1.1735658798346853,2.6370899939747185,1.6640177054883618,-0.056352799449262685,-2.6733079494537577,0.6103453196612973,-1.1701423749231346,1.5675460315697938,0,1,0,1,0,0
-0.5428094435106872,0.3635978044124767,0.7714875758577305,-2.3015734138378026,-0.5573240856329524,-2.2804281567639215,1.4688146068094095,-0.9797939454357522,1.9857833876257378,0.7187570781784492,0.9508815453957918,3.7298248636091356,-0.7616925642688116,2.7934171658042186,-0.8706811569145152,0,1,0,0,0,1
1.7994504839669359,-0.6286192926139897,0.2465491091974339,0.9261376396444239,1.6128475799992374,-2.17128841371824,1.879242687244753,-1.754881683031487,0.895235401061066,-0.0651175883712337,1.7749823729962768,3.7298248636091356,0.38930272000832333,-0.4072036839850056,5.5207474283894475,1,0,0,0,0,1
2.710329344652678,0.15248778376854763,0.5610025401968542,1.0187359075721925,1.3328254295950839,-2.4987076428552846,-1.475695939950215,1.054811365753053,-0.46346752724461354,-1.2178744509442974,2.1412494074853896,-2.6733079494537577,-0.9462524047557606,-0.3033075614385531,1.077802291645321,0,1,0,0,0,1
0.758446071754659,0.34248680234808376,1.2796076256250275,-2.1560618499513087,-0.1372908600267221,1.9760218220176533,-0.8880375520541548,1.054811365753053,-0.6340417308735641,-0.606913313780574,-2.6202220408730152,0.5282584570776888,-0.7473855998899784,2.998108034104692,-0.5005406439638851,1,0,0,1,0,0
1.409073829387332,-1.008617329773062,0.2608192811066454,-2.5727540556262682,-0.487318548031914,-1.8438691845811959,-2.007386862332365,-1.1735658798346853,-1.2343809700721529,-1.9095285684881365,-3.0780558339844,3.7298248636091356,-0.5020211607929882,2.9345298098598485,4.644916078584498,0,1,0,1,0,0
-0.15243278893108334,0.21582078996172635,1.4049812788273894,-0.05937249758682978,0.07272575277639304,-2.3895678998096024,0.1442512563135277,2.70187280814399,-1.336315704372937,2.5977507641725426,0.859314786773507,3.7298248636091356,-0.48699884819521333,0.52320935374442,-0.23111863793859658,1,0,0,1,0,0
0.8885716232811935,-0.35417626577688205,-1.647816211750453,0.15228068624807048,2.5929251064137744,0.7754846485151581,2.1031125493003953,2.2174429721466553,2.322577798694912,0.34987488215506857,-3.9937234202071696,2.1290416603434124,1.3764832621478178,-1.0910572667161333,4.714999372986716,1,0,0,1,0,0
2.970580447705747,-0.9875063277086691,1.3835760209635717,-1.4681890024878834,1.1228088167919688,-1.2981704693527887,-2.026042684170335,2.0236710377477207,2.895512473646807,-0.0881727256226953,2.3243829247299463,0.5282584570776888,-1.2252382101430088,1.7761655778867134,19.752692117385727,0,1,0,0,1,0
2.970580447705747,0.30026479821929797,0.8234717735270026,1.2899165493606584,2.872947256817928,-2.2804281567639215,0.01366050344773655,1.2485833001519868,1.3252565540535703,-2.428269156646015,-2.4370885236284585,3.7298248636091356,0.18399778117206653,-0.2753951703066702,2.214662438565113,0,0,1,1,0,0
2.710329344652678,0.8702618539579063,-1.5596469353113933,-0.5620488091947173,1.8228641928023526,0.9937641346065207,-1.8488123767096183,-1.8517676502309535,-0.9728850813256685,-0.8374646862951867,-2.2539550063839022,-2.6733079494537577,0.3227753356467489,-0.906525347566464,0.5553250369701116,0,1,0,0,1,0
